Região,Data-Hora,Latitude [deg],Longitude [deg],numero_pontos,profundidade_min,profundidade_max,n_temperatura,n_salinidade,n_condutividade,n_densidade,n_velocidade_som,arquivo_parquet,tem_temperatura,tem_salinidade,tem_condutividade,tem_densidade,tem_velocidade_som,tem_TS,tem_TS_densidade,tem_TS_velocidade,pontuacao
Oceano Sul V,2018-05-09 19:41:39,-27.5367,-46.6981,998,4.998,1002.01,998,998,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.906754778648555
Oceano Sul V,2018-05-24 01:27:11,-25.8006,-44.9997,1000,6.0,1005.0,0,0,1000,1000,1000,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90875477931522
Oceano Sul V,2018-05-24 01:27:36,-25.8003,-44.9994,1000,6.0,1005.04,1000,1000,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90875477931522
Oceano Sul V,2018-05-24 09:23:56,-26.1003,-44.1417,1002,4.0,1005.0,0,0,1002,1002,1002,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.91075078796194
Oceano Sul V,2018-05-24 09:24:21,-26.1003,-44.1414,1002,3.986,1005.04,1002,1002,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.91075078796194
Oceano Sul V,2018-05-24 17:57:18,-26.4983,-43.2994,997,5.0,1001.0,0,0,997,997,997,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.905753276311465
Oceano Sul V,2018-05-24 17:57:42,-26.4983,-43.2994,997,5.004,1001.02,997,997,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.905753276311465
Oceano Sul V,2018-05-25 01:53:58,-26.8158,-42.585,998,6.0,1003.0,0,0,998,998,998,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.906754778648555
Oceano Sul V,2018-05-25 01:54:22,-26.8156,-42.5847,998,5.993,1003.01,998,998,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.906754778648555
Oceano Sul V,2018-05-25 10:54:32,-27.1661,-41.7003,999,5.0,1003.0,0,0,999,999,999,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90775527898214
Oceano Sul V,2018-05-25 10:54:56,-27.1661,-41.7003,999,5.002,1003.02,999,999,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90775527898214
Oceano Sul V,2018-05-25 18:39:19,-27.5031,-40.9658,997,6.0,1002.0,0,0,997,997,997,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.905753276311465
Oceano Sul V,2018-05-25 18:39:41,-27.5031,-40.9658,997,5.995,1002.01,997,997,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.905753276311465
Oceano Sul V,2018-05-26 03:25:46,-27.85,-40.2161,999,6.0,1004.0,0,0,999,999,999,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90775527898214
Oceano Sul V,2018-05-26 03:26:08,-27.85,-40.2161,999,6.0,1004.01,999,999,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90775527898214
Oceano Sul V,2018-05-26 11:47:58,-28.1997,-39.5008,998,6.0,1003.0,0,0,998,998,998,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.906754778648555
Oceano Sul V,2018-05-26 11:48:20,-28.1997,-39.5008,998,5.996,1003.05,998,998,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.906754778648555
Oceano Sul V,2018-05-26 21:16:04,-28.6328,-38.6,1000,5.0,1004.0,0,0,1000,1000,1000,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,41.90875477931522
Oceano Sul V,2018-05-26 21:16:25,-28.6328,-38.6,1000,4.993,1004.02,1000,1000,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,46.90875477931522
Oceano Sul V,2018-05-28 21:04:57,-30.8681,-36.5825,1416,5.0,1420.0,0,0,1416,1416,1416,oceano_sul_v.parquet,False,False,True,True,True,False,False,False,42.25629723969068
Oceano Sul V,2018-05-28 21:05:16,-30.8681,-36.5825,1416,4.994,1420.01,1416,1416,0,0,0,oceano_sul_v.parquet,True,True,False,False,False,True,False,False,47.25629723969068
